date,replies,retweets,favorites
8/27/2015 14:52,92,469,1133
8/26/2015 22:13,367,3394,5178
8/26/2015 20:35,247,3187,4416
8/25/2015 22:23,484,1123,1922
8/25/2015 21:11,180,932,1615
8/25/2015 19:07,300,1485,3882
8/25/2015 17:27,86,345,843
8/25/2015 15:26,201,388,942
8/25/2015 0:13,173,427,1007
8/24/2015 23:51,147,713,896
8/24/2015 23:15,103,334,761
8/24/2015 22:11,144,688,1411
8/24/2015 21:01,184,942,1573
8/24/2015 18:05,132,333,808
8/24/2015 15:22,230,635,1273
8/22/2015 16:39,682,1086,2396
8/22/2015 15:35,230,496,1684
8/21/2015 22:04,328,601,1397
8/21/2015 21:01,333,1142,2079
8/21/2015 19:10,251,2410,4784
8/21/2015 17:22,277,1020,1615
8/21/2015 15:37,254,914,1946
8/20/2015 21:13,316,617,1506
8/20/2015 17:30,164,356,1023
8/20/2015 15:29,252,834,1680
8/19/2015 20:24,503,2650,7106
8/19/2015 19:08,155,729,1403
8/19/2015 17:58,151,551,1154
8/19/2015 16:23,176,438,1039
8/19/2015 14:58,189,736,1326
8/18/2015 20:56,187,2244,2642
8/18/2015 17:45,408,884,2023
8/18/2015 15:34,69,381,823
8/17/2015 21:31,222,530,1156
8/17/2015 19:04,376,1100,2019
8/17/2015 16:41,206,701,1554
8/17/2015 15:04,164,471,1241
8/15/2015 14:42,412,691,1894
8/14/2015 21:41,459,874,2073
8/14/2015 17:51,222,864,1638
8/14/2015 16:43,242,1181,2219
8/14/2015 15:26,304,1662,3534
8/13/2015 21:41,179,452,1177
8/13/2015 20:29,497,5707,3530
8/13/2015 19:02,126,615,1203
8/13/2015 16:47,387,1311,2460
8/13/2015 15:15,226,1441,2965
8/12/2015 21:19,216,735,1763
8/12/2015 20:11,494,4443,7107
8/12/2015 18:45,156,425,1004
8/12/2015 17:38,97,441,1096
8/12/2015 16:25,291,831,1802
8/12/2015 15:07,132,489,1049
8/11/2015 22:25,246,1023,1877
8/11/2015 19:48,179,506,922
8/11/2015 17:54,136,411,856
8/11/2015 16:19,229,1118,2199
8/10/2015 21:15,220,406,935
8/10/2015 19:24,168,596,1552
8/10/2015 15:51,420,1206,2671
8/8/2015 17:10,748,1697,3074
8/8/2015 15:44,180,591,1528
8/7/2015 20:53,285,658,1519
8/7/2015 18:26,335,993,2092
8/7/2015 16:20,321,488,1233
8/7/2015 13:43,325,1463,3086
8/6/2015 21:24,411,4947,9378
8/6/2015 20:07,34,185,461
8/6/2015 18:27,141,532,1255
8/6/2015 15:21,164,582,1312
8/5/2015 22:04,251,736,1591
8/5/2015 20:38,127,454,1144
8/5/2015 17:01,382,1381,2418
8/5/2015 16:59,123,383,1090
8/5/2015 16:58,174,436,1285
8/5/2015 16:56,136,570,1308
8/5/2015 16:54,132,1129,1934
8/5/2015 16:53,144,666,1346
8/5/2015 16:51,70,402,978
8/5/2015 16:49,97,383,915
8/5/2015 16:47,156,1478,2351
8/5/2015 16:46,128,922,1636
8/5/2015 16:44,98,467,935
8/5/2015 16:42,51,349,875
8/5/2015 16:41,70,470,954
8/5/2015 16:40,77,373,793
8/5/2015 16:39,56,293,712
8/5/2015 16:38,49,386,785
8/5/2015 16:37,58,403,831
8/5/2015 16:35,109,418,902
8/5/2015 16:34,66,342,819
8/5/2015 16:32,72,387,824
8/5/2015 16:30,58,246,712
8/5/2015 16:29,43,240,603
8/5/2015 16:27,54,242,664
8/5/2015 16:26,55,329,769
8/5/2015 16:25,72,331,706
8/5/2015 16:22,79,287,761
8/5/2015 16:20,66,281,789
8/5/2015 16:19,48,255,662
8/5/2015 16:18,51,307,783
8/5/2015 16:16,85,396,979
8/5/2015 16:14,79,396,963
8/5/2015 16:13,72,353,823
8/5/2015 16:12,106,446,948
8/5/2015 16:10,136,879,1458
8/5/2015 15:58,67,285,643
8/5/2015 14:29,149,407,850
8/4/2015 21:13,1516,2382,6101
8/4/2015 18:54,255,928,1922
8/4/2015 17:21,292,1892,3022
8/4/2015 15:16,3025,9827,15503
8/3/2015 21:46,238,1422,1885
8/3/2015 19:07,295,1473,2403
8/3/2015 18:14,181,749,1225
8/3/2015 17:05,91,420,926
8/3/2015 16:00,1605,4948,8161
8/2/2015 19:54,760,8190,7374
8/2/2015 18:50,634,1000,3171
8/1/2015 23:00,336,759,2199
8/1/2015 17:55,118,530,1192
8/1/2015 16:19,1323,2770,6087
7/31/2015 19:43,549,610,1944
7/31/2015 17:27,159,345,861
7/31/2015 15:46,359,867,2438
7/30/2015 22:26,88,581,825
7/30/2015 21:17,1635,2568,7084
7/30/2015 19:44,306,1519,2566
7/30/2015 17:33,240,1411,2769
7/30/2015 16:13,294,3214,2550
7/29/2015 16:40,440,893,2066
7/28/2015 21:35,446,877,1946
7/28/2015 19:52,301,848,1834
7/28/2015 16:14,120,351,818
7/27/2015 21:33,299,471,1239
7/27/2015 18:20,394,1682,4379
7/27/2015 16:01,209,913,1931
7/25/2015 21:00,543,884,2006
7/25/2015 20:04,168,401,1127
7/24/2015 21:13,305,628,1348
7/24/2015 19:06,221,597,1367
7/24/2015 17:23,236,410,1052
7/23/2015 21:51,360,897,1948
7/23/2015 19:52,228,625,1467
7/23/2015 17:47,374,1210,2411
7/23/2015 16:17,183,641,1474
7/22/2015 20:57,342,615,1287
7/22/2015 16:43,253,888,2293
7/21/2015 19:25,181,1386,2083
7/21/2015 17:32,282,633,1552
7/21/2015 15:17,239,548,1171
7/20/2015 22:01,329,1182,2483
7/20/2015 21:47,287,1132,2540
7/20/2015 21:45,220,629,1769
7/20/2015 21:42,116,669,1448
7/20/2015 21:34,109,444,1031
7/20/2015 20:18,128,416,854
7/20/2015 19:09,485,1899,3838
7/20/2015 16:17,187,556,1436
7/18/2015 15:04,761,866,2219
7/18/2015 13:39,214,535,1217
7/17/2015 20:43,237,566,1470
7/17/2015 19:17,361,1295,2458
7/17/2015 17:44,856,5121,7505
7/17/2015 15:19,143,460,1135
7/16/2015 17:47,402,904,1856
7/15/2015 23:07,423,731,1633
7/15/2015 22:19,180,513,1125
7/15/2015 20:04,258,651,1473
7/15/2015 17:26,274,461,948
7/15/2015 15:45,152,677,1472
7/14/2015 22:06,434,1071,2445
7/14/2015 22:05,178,1161,2230
7/14/2015 22:04,222,1891,2809
7/14/2015 22:03,137,998,1915
7/14/2015 22:02,118,925,1758
7/14/2015 22:01,207,1690,2499
7/14/2015 21:59,115,1844,2235
7/14/2015 21:57,253,1218,2415
7/14/2015 21:56,149,1171,2134
7/14/2015 21:55,148,1021,2018
7/14/2015 21:54,258,2053,3438
7/14/2015 21:52,102,855,1618
7/14/2015 21:51,257,2943,4058
7/14/2015 21:48,158,1412,2463
7/14/2015 21:46,160,919,1700
7/14/2015 21:45,110,1022,1886
7/14/2015 21:44,122,1273,1971
7/14/2015 21:43,296,1502,2261
7/14/2015 21:42,104,1688,2414
7/14/2015 21:41,145,1926,2378
7/14/2015 21:40,154,996,1751
7/14/2015 21:39,107,956,1713
7/14/2015 21:37,52,364,834
7/14/2015 21:36,133,1281,1869
7/14/2015 21:35,147,1483,1916
7/14/2015 21:34,152,1072,1632
7/14/2015 21:32,204,1724,1756
7/14/2015 21:29,212,2826,2535
7/14/2015 21:28,152,2070,2136
7/14/2015 21:27,264,3285,2717
7/14/2015 21:26,95,1026,1168
7/14/2015 21:24,248,2723,3243
7/14/2015 21:24,111,1906,1687
7/14/2015 21:23,123,1698,2070
7/14/2015 21:22,118,1494,1671
7/14/2015 21:21,99,783,1303
7/14/2015 21:20,125,850,1230
7/14/2015 21:18,190,1473,1443
7/14/2015 21:17,150,2243,2025
7/14/2015 21:13,124,1848,2076
7/14/2015 21:12,109,1105,1406
7/14/2015 21:11,97,704,1217
7/14/2015 21:05,203,1419,2321
7/14/2015 21:03,88,504,1101
7/14/2015 21:01,84,493,1117
7/14/2015 20:58,139,661,1770
7/14/2015 20:55,72,434,755
7/14/2015 19:22,89,360,714
7/14/2015 18:06,338,5173,8867
7/14/2015 13:07,950,2082,2456
7/13/2015 20:55,226,444,979
7/13/2015 18:56,572,3585,3811
7/13/2015 17:31,110,346,832
7/13/2015 15:21,107,355,823
7/13/2015 14:42,110,432,901
7/11/2015 22:32,746,2188,3831
7/11/2015 17:56,186,463,1172
7/10/2015 21:15,426,1509,3944
7/10/2015 17:42,324,762,1809
7/10/2015 16:23,258,1700,6165
7/10/2015 15:33,156,436,930
7/9/2015 22:02,455,1467,3515
7/9/2015 19:10,191,525,1243
7/9/2015 18:18,165,960,1807
7/9/2015 15:10,321,798,2186
7/8/2015 19:27,398,633,1586
7/8/2015 17:21,287,2866,5622
7/8/2015 15:17,239,544,1366
7/7/2015 21:49,267,1269,2012
7/7/2015 19:37,262,579,1374
7/7/2015 17:30,145,615,1283
7/7/2015 15:05,231,614,1456
7/6/2015 20:02,263,528,1254
7/6/2015 18:53,146,460,983
7/6/2015 15:02,243,1135,2538
7/5/2015 22:01,463,7933,14096
7/4/2015 16:46,835,2069,6325
7/4/2015 15:31,867,6482,16253
7/2/2015 20:33,466,756,1798
7/2/2015 19:21,883,2838,5866
7/2/2015 19:19,276,1179,2482
7/2/2015 19:17,213,1315,3277
7/2/2015 19:15,129,457,1436
7/2/2015 19:14,179,1296,2834
7/2/2015 19:13,152,1029,2362
7/2/2015 19:11,153,870,1953
7/2/2015 19:10,56,441,1342
7/2/2015 19:08,128,1135,2003
7/2/2015 19:07,132,863,1716
7/2/2015 19:06,168,888,1883
7/2/2015 19:04,110,786,1639
7/2/2015 19:02,112,660,1627
7/2/2015 19:00,85,346,1042
7/2/2015 18:59,111,384,1056
7/2/2015 18:58,76,479,1248
7/2/2015 18:57,88,323,865
7/2/2015 18:55,85,769,1950
7/2/2015 18:54,103,444,1188
7/2/2015 18:53,267,3337,4835
7/2/2015 18:51,99,577,1324
7/2/2015 18:50,92,538,1297
7/2/2015 18:48,76,570,1202
7/2/2015 18:47,89,446,1121
7/2/2015 18:46,106,429,1167
7/2/2015 18:44,314,1480,2774
7/2/2015 18:43,112,784,1972
7/2/2015 18:41,129,641,1719
7/2/2015 18:36,51,241,607
7/2/2015 18:13,78,283,664
7/2/2015 17:20,201,873,1800
7/2/2015 15:16,262,1007,2404
7/1/2015 22:13,253,693,1426
7/1/2015 18:59,372,805,1834
7/1/2015 18:56,195,520,1386
7/1/2015 18:54,121,746,1871
7/1/2015 18:53,147,594,1550
7/1/2015 18:51,159,462,1432
7/1/2015 18:50,115,383,1122
7/1/2015 18:48,135,464,1280
7/1/2015 18:46,120,493,1345
7/1/2015 18:45,196,401,1111
7/1/2015 18:37,85,281,801
7/1/2015 17:56,113,267,738
7/1/2015 16:24,188,1737,2226
6/30/2015 23:25,304,395,1108
6/30/2015 22:22,539,1825,6196
6/30/2015 20:12,299,842,1985
6/30/2015 18:46,181,933,1981
6/30/2015 17:14,136,365,1068
6/30/2015 15:40,280,1238,2470
6/30/2015 14:33,206,620,2050
6/29/2015 22:35,463,1344,2589
6/29/2015 20:54,306,575,1765
6/29/2015 20:10,119,308,726
6/29/2015 18:32,236,508,1756
6/29/2015 16:34,144,370,1113
6/29/2015 0:19,1098,2697,5557
6/29/2015 0:08,540,2341,5268
6/28/2015 22:04,143,381,1127
6/28/2015 20:23,355,1095,4534
6/27/2015 18:19,402,578,1884
6/27/2015 16:55,363,1432,3458
6/27/2015 16:50,250,1521,2960
6/27/2015 16:45,284,1285,3000
6/27/2015 16:39,122,816,2359
6/27/2015 15:04,249,867,2672
6/27/2015 14:02,174,692,2066
6/26/2015 18:49,465,1532,3731
6/26/2015 17:16,1451,42785,60406
6/26/2015 16:54,856,25031,32646
6/26/2015 15:44,2670,195188,145150
6/26/2015 15:39,507,30228,36362
6/26/2015 15:31,596,25352,33130
6/26/2015 15:29,136,8571,13830
6/26/2015 15:28,132,9390,13693
6/26/2015 15:26,302,27390,33869
6/26/2015 15:24,386,17465,21208
6/26/2015 15:22,221,14088,17347
6/26/2015 15:21,888,57262,68598
6/26/2015 15:20,184,11911,16825
6/26/2015 15:18,880,71283,70723
6/26/2015 15:17,182,14145,17390
6/26/2015 15:15,674,48182,51604
6/26/2015 15:14,158,3628,6443
6/26/2015 14:17,9662,413258,414955
6/25/2015 16:49,600,2639,5176
6/25/2015 16:00,354,1438,3460
6/25/2015 15:59,108,800,1902
6/25/2015 15:57,87,469,1289
6/25/2015 15:56,76,446,1337
6/25/2015 15:55,63,454,1234
6/25/2015 15:54,58,382,1088
6/25/2015 15:51,112,591,1437
6/25/2015 15:50,77,676,1606
6/25/2015 15:49,80,438,1206
6/25/2015 15:48,70,530,1253
6/25/2015 15:47,76,439,1107
6/25/2015 15:44,109,783,1736
6/25/2015 15:42,147,1244,2357
6/25/2015 15:40,90,607,1407
6/25/2015 15:38,226,2021,3140
6/25/2015 15:35,103,359,958
6/25/2015 15:21,79,416,898
6/24/2015 22:16,258,418,1153
6/24/2015 20:08,252,1331,2222
6/24/2015 18:27,269,574,1540
6/24/2015 16:50,128,364,1140
6/23/2015 23:11,230,485,1400
6/23/2015 20:07,241,517,1412
6/23/2015 18:00,230,886,1278
6/23/2015 16:22,94,614,874
6/23/2015 0:11,34,167,439
6/22/2015 23:00,410,6066,9369
6/22/2015 20:41,217,893,1557
6/22/2015 18:52,354,853,1549
6/22/2015 16:57,303,892,1527
6/22/2015 15:10,182,658,1601
6/20/2015 21:03,406,630,1495
6/20/2015 19:23,328,1498,2413
6/20/2015 15:06,217,479,1249
6/20/2015 1:58,1512,22809,14473
6/19/2015 20:12,338,548,1400
6/19/2015 18:30,212,1005,2012
6/19/2015 16:24,202,589,1300
6/19/2015 14:35,201,1021,1954
6/18/2015 18:08,1115,6005,5368
6/18/2015 16:21,301,981,1410
6/18/2015 2:45,1513,13034,13286
6/17/2015 22:14,132,438,997
6/17/2015 19:27,170,491,1112
6/17/2015 17:32,203,828,1791
6/17/2015 15:32,167,710,1230
6/16/2015 20:36,311,1085,1832
6/16/2015 16:57,191,472,1225
6/16/2015 15:09,192,949,1265
6/15/2015 22:48,689,4644,8019
6/15/2015 20:04,149,543,980
6/15/2015 18:39,246,727,1291
6/14/2015 21:21,582,1932,4452
6/13/2015 21:33,452,632,1549
6/13/2015 20:20,336,445,1266
6/12/2015 20:19,277,707,1812
6/12/2015 16:22,258,539,1250
6/12/2015 15:40,192,390,970
6/12/2015 13:54,190,421,1066
6/12/2015 11:49,263,409,1052
6/11/2015 21:05,387,721,1431
6/11/2015 19:08,152,586,1396
6/11/2015 15:21,385,1607,2804
6/10/2015 21:40,333,1699,3456
6/10/2015 19:50,200,547,1258
6/10/2015 15:48,218,900,1706
6/9/2015 22:20,372,807,1981
6/9/2015 19:05,207,593,1355
6/9/2015 15:59,144,360,877
6/9/2015 14:52,289,436,1114
6/8/2015 22:52,996,13573,26653
6/8/2015 19:11,166,738,1084
6/8/2015 17:40,185,340,857
6/8/2015 14:49,186,757,1667
6/6/2015 20:47,740,1262,3023
6/6/2015 19:41,170,534,1322
6/6/2015 16:38,279,1511,3913
6/6/2015 14:46,174,1067,2083
6/5/2015 19:41,390,1271,2351
6/5/2015 18:14,246,669,1726
6/5/2015 17:15,200,979,1889
6/5/2015 13:45,327,1109,2434
6/4/2015 19:08,365,1190,2814
6/4/2015 16:50,212,965,978
6/4/2015 15:17,366,1683,3236
6/3/2015 19:55,816,5908,14908
6/3/2015 17:26,252,913,2223
6/3/2015 15:20,267,726,1767
6/2/2015 21:14,322,2536,4772
6/2/2015 18:50,559,3037,4515
6/2/2015 16:35,479,2524,4654
6/2/2015 14:55,1046,1227,2206
6/1/2015 21:36,399,3019,6121
6/1/2015 21:33,1397,40146,62466
6/1/2015 18:37,307,1960,3877
6/1/2015 16:32,598,10395,13121
5/31/2015 17:01,409,2007,5195
5/30/2015 13:54,313,602,1468
5/29/2015 21:22,486,1314,2430
5/29/2015 19:46,706,3180,7145
5/29/2015 17:16,344,1057,2350
5/29/2015 14:32,233,517,1439
5/28/2015 22:14,497,1235,1428
5/28/2015 21:13,209,398,1046
5/28/2015 19:21,199,393,1076
5/28/2015 16:47,129,359,894
5/28/2015 15:16,248,981,2260
5/27/2015 22:14,291,726,1461
5/27/2015 20:47,474,3127,4179
5/27/2015 17:07,113,760,920
5/27/2015 15:09,203,945,2087
5/26/2015 22:13,431,1097,2835
5/26/2015 21:03,116,1060,2009
5/26/2015 17:21,223,534,1229
5/26/2015 15:30,305,478,1371
5/25/2015 15:14,341,995,2369
5/23/2015 18:42,694,1320,2940
5/23/2015 17:09,147,426,1245
5/23/2015 15:47,166,608,1560
5/22/2015 20:57,444,532,1527
5/22/2015 18:19,371,1123,2475
5/22/2015 16:22,103,325,919
5/22/2015 14:59,146,346,996
5/21/2015 22:36,577,2969,6424
5/21/2015 20:48,229,721,1774
5/21/2015 18:46,227,988,1254
5/21/2015 17:03,165,411,1110
5/21/2015 15:06,243,436,1291
5/20/2015 22:01,608,4733,11500
5/20/2015 19:55,218,385,1227
5/20/2015 18:44,1029,2258,3097
5/20/2015 16:18,223,615,1624
5/20/2015 16:14,169,757,1757
5/20/2015 16:12,292,998,2023
5/20/2015 16:10,209,674,1512
5/20/2015 16:08,143,683,1533
5/20/2015 16:05,85,348,989
5/20/2015 16:02,181,1244,1892
5/20/2015 15:57,255,963,1896
5/20/2015 15:43,67,330,932
5/20/2015 14:35,101,317,1012
5/19/2015 20:03,563,1465,3796
5/19/2015 17:53,112,491,1066
5/19/2015 16:21,611,1457,2620
5/19/2015 15:05,227,491,1498
5/18/2015 20:40,566,1206,2917
5/18/2015 18:48,215,533,1651
5/18/2015 17:57,1879,2781,7191
5/18/2015 14:47,578,1518,2639
5/16/2015 19:58,791,1433,2912
5/16/2015 15:08,275,558,1495
5/15/2015 22:08,261,426,1276
5/15/2015 19:38,221,556,1328
5/15/2015 17:58,191,405,1072
5/15/2015 15:33,679,7988,11401
5/14/2015 22:14,559,4463,8054
5/14/2015 20:44,149,531,1327
5/14/2015 18:42,253,482,1184
5/14/2015 17:20,210,1251,2031
5/14/2015 15:03,126,698,1144
5/13/2015 21:56,804,499,1321
5/13/2015 20:43,290,575,1225
5/13/2015 16:52,197,990,2188
5/12/2015 21:33,302,703,1600
5/12/2015 19:34,264,951,1846
5/12/2015 18:17,410,2902,2922
5/12/2015 15:20,199,720,1638
5/11/2015 23:05,414,982,1734
5/11/2015 19:29,245,710,1582
5/11/2015 17:59,200,696,1585
5/11/2015 15:18,381,1631,2378
5/9/2015 15:52,413,774,1805
5/9/2015 14:50,147,487,1181
5/8/2015 20:26,248,536,1432
5/8/2015 18:49,205,632,1406
5/8/2015 17:20,296,705,1550
5/8/2015 17:16,175,568,1331
5/8/2015 17:12,185,512,1089
5/8/2015 17:00,182,499,1121
5/8/2015 16:59,209,857,1474
5/8/2015 16:56,120,390,956
5/8/2015 16:44,75,317,767
5/8/2015 15:45,95,310,762
5/8/2015 13:06,276,1358,2515
5/7/2015 22:06,321,1048,2039
5/7/2015 19:50,283,1485,1938
5/7/2015 16:49,378,1762,2997
5/6/2015 20:11,333,1121,1833
5/6/2015 17:40,327,1670,2845
5/5/2015 20:01,425,860,1744
5/5/2015 17:48,243,712,1432
5/5/2015 16:11,127,304,861
5/4/2015 21:57,366,1443,2489
5/4/2015 18:57,183,450,1024
5/4/2015 17:08,127,393,937
5/4/2015 15:51,358,2139,2923
5/2/2015 17:40,619,1427,2670
5/2/2015 16:30,174,487,1154
5/1/2015 20:27,380,2590,3050
5/1/2015 16:34,811,6514,13259
5/1/2015 15:06,168,468,1046
4/30/2015 21:49,206,881,1744
4/30/2015 19:13,286,1112,2378
4/30/2015 16:59,117,416,884
4/30/2015 15:13,145,522,961
4/29/2015 21:58,209,663,1222
4/29/2015 20:39,252,1233,1806
4/29/2015 19:31,86,300,702
4/29/2015 17:45,109,526,921
4/29/2015 16:39,103,307,754
4/29/2015 15:33,106,504,989
4/28/2015 18:27,842,3981,4297
4/27/2015 20:12,585,729,1427
4/27/2015 18:23,268,626,1498
4/27/2015 16:30,306,5332,7671
4/27/2015 15:07,134,340,818
4/26/2015 2:20,502,775,1705
4/25/2015 22:57,179,637,1677
4/25/2015 18:15,371,1104,2079
4/25/2015 15:17,261,494,1274
4/24/2015 20:43,263,568,1123
4/24/2015 18:19,204,576,1210
4/24/2015 15:54,379,680,1348
4/23/2015 21:48,247,583,1518
4/23/2015 21:44,109,385,1103
4/23/2015 21:43,136,460,1136
4/23/2015 21:41,102,354,934
4/23/2015 21:39,170,1715,2747
4/23/2015 21:37,250,839,2087
4/23/2015 21:35,103,374,1039
4/23/2015 21:33,66,331,811
4/23/2015 21:32,113,292,758
4/23/2015 21:31,161,585,1241
4/23/2015 21:28,191,484,943
4/23/2015 21:25,94,267,692
4/23/2015 21:22,150,583,1364
4/23/2015 21:20,100,397,1082
4/23/2015 21:17,76,242,795
4/23/2015 21:13,52,280,646
4/23/2015 20:12,205,521,1240
4/23/2015 18:16,86,253,662
4/23/2015 16:49,134,288,789
4/23/2015 14:01,84,325,592
4/22/2015 22:24,2154,61045,60335
4/22/2015 20:40,180,1814,3797
4/22/2015 19:38,287,1602,2971
4/22/2015 19:35,215,1652,3187
4/22/2015 19:32,144,718,1724
4/22/2015 19:30,109,761,1580
4/22/2015 19:28,154,1726,2181
4/22/2015 19:27,75,589,1080
4/22/2015 19:25,74,587,1289
4/22/2015 19:23,123,610,1506
4/22/2015 19:19,218,460,913
4/22/2015 18:55,93,321,771
4/22/2015 17:00,199,770,1648
4/22/2015 15:17,360,1842,3675
4/21/2015 21:30,327,663,1394
4/21/2015 17:32,163,418,968
4/21/2015 14:44,164,473,1100
4/20/2015 21:31,256,413,954
4/20/2015 19:21,205,919,1801
4/20/2015 16:57,229,799,1744
4/20/2015 15:51,413,1496,3767
4/18/2015 19:14,695,1901,2880
4/18/2015 16:11,203,541,1189
4/17/2015 19:04,213,458,976
4/17/2015 17:19,181,760,1173
4/17/2015 15:55,161,644,841
4/16/2015 18:37,404,2118,3413
4/16/2015 18:32,198,1310,2522
4/16/2015 18:29,234,3303,4502
4/16/2015 18:26,132,1502,2688
4/16/2015 18:24,90,744,1594
4/16/2015 18:22,137,607,1333
4/16/2015 18:17,174,1017,1809
4/16/2015 18:14,63,288,766
4/16/2015 17:56,67,287,757
4/16/2015 16:38,409,2522,5097
4/16/2015 15:33,91,364,909
4/15/2015 21:53,242,626,1175
4/15/2015 18:52,165,454,1013
4/15/2015 17:54,248,1148,2003
4/15/2015 17:08,97,2497,1761
4/15/2015 15:53,117,416,922
4/14/2015 18:49,248,2307,2133
4/14/2015 17:38,638,5931,7822
4/14/2015 15:03,496,6187,8018
4/13/2015 22:44,411,1652,2533
4/13/2015 21:14,271,960,2213
4/13/2015 19:22,221,556,1401
4/11/2015 19:22,750,2389,4290
4/11/2015 16:58,212,838,1787
4/10/2015 21:07,325,1030,2002
4/10/2015 17:45,252,828,1647
4/10/2015 15:55,610,6068,3834
4/10/2015 14:42,119,362,677
4/9/2015 20:50,247,381,991
4/9/2015 17:11,374,1083,2222
4/9/2015 14:57,361,956,2895
4/8/2015 22:27,108,616,1027
4/8/2015 21:22,491,1448,2159
4/8/2015 17:19,199,653,1367
4/8/2015 14:59,206,671,1488
4/7/2015 21:30,332,1421,1817
4/7/2015 19:53,378,1547,2390
4/7/2015 16:55,215,605,1188
4/7/2015 15:28,224,591,1095
4/6/2015 21:43,604,3099,8116
4/6/2015 19:59,933,6538,14409
4/6/2015 18:48,168,417,1122
4/6/2015 14:55,232,488,1572
4/4/2015 15:20,569,768,1556
4/3/2015 22:21,762,2812,6100
4/3/2015 22:05,298,1107,2788
4/3/2015 18:58,310,1108,1985
4/3/2015 17:16,301,1293,2247
4/3/2015 17:11,193,635,1490
4/3/2015 17:10,206,818,1853
4/3/2015 17:02,97,416,1021
4/3/2015 16:37,85,371,943
4/3/2015 13:46,428,1283,2662
4/2/2015 22:43,135,611,1201
4/2/2015 22:15,240,430,1091
4/2/2015 21:18,99,383,905
4/2/2015 20:14,504,1720,3128
4/2/2015 18:30,343,749,1520
4/2/2015 15:14,180,1206,2220
4/1/2015 21:57,255,747,1501
4/1/2015 19:22,193,732,1270
4/1/2015 17:38,261,794,1408
4/1/2015 15:43,258,794,1457
3/31/2015 22:56,421,810,2025
3/31/2015 20:06,483,2581,3264
3/31/2015 18:47,192,705,1001
3/31/2015 17:55,359,622,1594
3/31/2015 15:51,173,458,1113
3/30/2015 21:53,356,663,1518
3/30/2015 20:37,159,744,1286
3/30/2015 19:09,445,721,1761
3/30/2015 16:16,176,456,1099
3/28/2015 19:36,479,833,1728
3/28/2015 18:13,199,447,1130
3/28/2015 16:44,332,711,2155
3/27/2015 19:15,696,1150,3533
3/27/2015 17:46,224,555,1405
3/27/2015 15:07,522,541,1537
3/26/2015 23:26,208,371,857
3/26/2015 21:00,365,845,1874
3/26/2015 20:57,305,927,1961
3/26/2015 20:55,113,378,1095
3/26/2015 20:53,144,620,1430
3/26/2015 20:51,295,915,1895
3/26/2015 20:50,253,887,1931
3/26/2015 20:42,120,458,1188
3/26/2015 20:41,264,2083,3562
3/26/2015 20:38,161,646,1713
3/26/2015 20:36,116,519,1363
3/26/2015 20:32,513,1473,2368
3/26/2015 20:27,71,316,733
3/26/2015 19:39,106,316,712
3/26/2015 18:47,670,614,1585
3/26/2015 15:12,453,980,2489
3/25/2015 23:09,212,499,1016
3/25/2015 21:10,337,440,1213
3/25/2015 18:02,316,948,1779
3/25/2015 16:27,411,772,1825
3/25/2015 14:42,215,386,1012
3/24/2015 22:39,288,704,1665
3/24/2015 18:18,154,461,1130
3/24/2015 16:40,551,943,2261
3/23/2015 20:32,353,825,1512
3/23/2015 18:00,287,813,1613
3/23/2015 17:07,417,1096,2101
3/23/2015 15:43,258,902,1645
3/21/2015 15:53,663,975,1807
3/20/2015 18:39,464,707,1550
3/20/2015 16:48,109,388,720
3/19/2015 20:11,375,609,1148
3/19/2015 19:00,320,1069,1890
3/19/2015 14:42,694,2001,3220
3/18/2015 21:35,439,1015,1784
3/18/2015 19:27,357,835,1667
3/18/2015 19:25,194,684,1548
3/18/2015 19:24,342,1965,3768
3/18/2015 19:23,243,2138,2684
3/18/2015 19:18,142,587,1342
3/18/2015 19:17,156,542,1186
3/18/2015 19:13,162,749,1574
3/18/2015 19:08,366,1150,1822
3/18/2015 19:07,117,402,988
3/18/2015 19:02,149,561,1297
3/18/2015 19:00,149,517,1224
3/18/2015 18:59,125,478,1170
3/18/2015 18:57,119,1236,2010
3/18/2015 18:57,144,773,1491
3/18/2015 18:56,77,483,1049
3/18/2015 18:55,103,606,1165
3/18/2015 18:54,101,401,921
3/18/2015 18:47,70,329,709
3/18/2015 17:51,131,368,802
3/18/2015 16:23,178,573,1112
3/17/2015 18:27,785,3425,7706
3/17/2015 16:37,241,593,1161
3/16/2015 21:00,501,612,1161
3/16/2015 17:10,459,1206,2481
3/14/2015 13:47,861,1084,2243
3/13/2015 21:51,427,1143,2383
3/13/2015 17:09,308,444,1063
3/13/2015 15:31,380,1605,2237
3/12/2015 22:42,273,903,2294
3/12/2015 21:33,389,921,1803
3/12/2015 19:37,422,732,1253
3/11/2015 21:03,285,924,1526
3/11/2015 0:46,497,775,1627
3/10/2015 22:32,391,1705,2390
3/10/2015 20:54,307,1141,1820
3/10/2015 18:21,495,3738,4175
3/10/2015 18:21,156,750,1684
3/10/2015 18:18,294,2447,2909
3/10/2015 18:14,117,899,1683
3/10/2015 18:13,142,914,1918
3/10/2015 18:10,197,1037,2142
3/10/2015 18:08,144,1131,2247
3/10/2015 18:07,157,1464,2339
3/10/2015 18:05,92,792,1410
3/10/2015 18:04,157,1460,2017
3/10/2015 18:02,184,787,1516
3/10/2015 18:01,102,716,1376
3/10/2015 18:00,172,1485,2019
